"variable",".y.","group1","group2","n1","n2","statistic","p","p.adj","p.adj.signif"
"Modularity","value","Cfa","EF",100,100,10000,2.56e-34,7.91e-34,"****"
"Modularity","value","Cfa","ET",100,100,9960,8.48e-34,2.22e-33,"****"
"Modularity","value","Cfb","Csa",100,100,10000,2.56e-34,7.91e-34,"****"
"Modularity","value","Cfb","Csb",100,100,6285,0.002,0.002,"**"
"Modularity","value","Cfb","Cwb",100,100,10000,2.56e-34,7.91e-34,"****"
"Modularity","value","Cfb","Dfa",100,100,8558,3.55e-18,5.82e-18,"****"
"Modularity","value","Cfb","Dfb",100,100,6153,0.005,0.005,"**"
"Modularity","value","Cfb","Dfc",100,100,7003,9.94e-07,1.24e-06,"****"
"Modularity","value","Cfb","Dwb",100,100,8755,4.57e-20,7.97e-20,"****"
"Modularity","value","Cfb","Dwc",100,100,7168,1.18e-07,1.54e-07,"****"
"Modularity","value","Cfb","EF",100,100,9995,2.98e-34,8.81e-34,"****"
"Modularity","value","Cfb","ET",100,100,9791,1.2e-31,2.77e-31,"****"
"Modularity","value","Csa","Csb",100,100,0,2.56e-34,7.91e-34,"****"
"Modularity","value","Csa","Cwb",100,100,562,2.16e-27,4.59e-27,"****"
"Modularity","value","Csa","Dfa",100,100,0,2.56e-34,7.91e-34,"****"
"Modularity","value","Csa","Dfb",100,100,0,2.56e-34,7.91e-34,"****"
"Modularity","value","Csa","Dfc",100,100,0,2.56e-34,7.91e-34,"****"
"Modularity","value","Csa","Dwb",100,100,0,2.56e-34,7.91e-34,"****"
"Modularity","value","Csa","Dwc",100,100,0,2.56e-34,7.91e-34,"****"
"Modularity","value","Csa","EF",100,100,0,2.56e-34,7.91e-34,"****"
"Modularity","value","Csa","ET",100,100,0,2.56e-34,7.91e-34,"****"
"Modularity","value","Csb","Cwb",100,100,10000,2.56e-34,7.91e-34,"****"
"Modularity","value","Csb","Dfa",100,100,7438,2.59e-09,3.56e-09,"****"
"Modularity","value","Csb","Dfb",100,100,4763,0.563,0.576,"ns"
"Modularity","value","Csb","Dfc",100,100,5689,0.092,0.097,"ns"
"Modularity","value","Csb","Dwb",100,100,7763,1.48e-11,2.1e-11,"****"
"Modularity","value","Csb","Dwc",100,100,5784,0.056,0.059,"ns"
"Modularity","value","Csb","EF",100,100,9982,4.4e-34,1.22e-33,"****"
"Modularity","value","Csb","ET",100,100,9481,6.82e-28,1.47e-27,"****"
"Modularity","value","Cwb","Dfa",100,100,0,2.56e-34,7.91e-34,"****"
"Modularity","value","Cwb","Dfb",100,100,0,2.56e-34,7.91e-34,"****"
"Modularity","value","Cwb","Dfc",100,100,0,2.56e-34,7.91e-34,"****"
"Modularity","value","Cwb","Dwb",100,100,0,2.56e-34,7.91e-34,"****"
"Modularity","value","Cwb","Dwc",100,100,0,2.56e-34,7.91e-34,"****"
"Modularity","value","Cwb","EF",100,100,63,1.68e-33,4.23e-33,"****"
"Modularity","value","Cwb","ET",100,100,6,3.07e-34,8.88e-34,"****"
"Modularity","value","Dfa","Dfb",100,100,2152,3.46e-12,5.01e-12,"****"
"Modularity","value","Dfa","Dfc",100,100,3142,5.66e-06,6.87e-06,"****"
"Modularity","value","Dfa","Dwb",100,100,5614,0.134,0.138,"ns"
"Modularity","value","Dfa","Dwc",100,100,3136,5.28e-06,6.47e-06,"****"
"Modularity","value","Dfa","EF",100,100,9841,2.82e-32,6.73e-32,"****"
"Modularity","value","Dfa","ET",100,100,8486,1.65e-17,2.64e-17,"****"
"Modularity","value","Dfb","Dfc",100,100,5967,0.018,0.02,"*"
"Modularity","value","Dfb","Dwb",100,100,8263,1.57e-15,2.43e-15,"****"
"Modularity","value","Dfb","Dwc",100,100,6125,0.006,0.007,"**"
"Modularity","value","Dfb","EF",100,100,9995,2.98e-34,8.81e-34,"****"
"Modularity","value","Dfb","ET",100,100,9709,1.25e-30,2.79e-30,"****"
"Modularity","value","Dfc","Dwb",100,100,7314,1.58e-08,2.11e-08,"****"
"Modularity","value","Dfc","Dwc",100,100,5067,0.871,0.877,"ns"
"Modularity","value","Dfc","EF",100,100,9964,7.53e-34,2.05e-33,"****"
"Modularity","value","Dfc","ET",100,100,9256,2.54e-25,4.93e-25,"****"
"Modularity","value","Dwb","Dwc",100,100,2597,4.35e-09,5.86e-09,"****"
"Modularity","value","Dwb","EF",100,100,9914,3.32e-33,8.06e-33,"****"
"Modularity","value","Dwb","ET",100,100,8304,6.93e-16,1.1e-15,"****"
"Modularity","value","Dwc","EF",100,100,9982,4.4e-34,1.22e-33,"****"
"Modularity","value","Dwc","ET",100,100,9398,6.27e-27,1.29e-26,"****"
"Modularity","value","EF","ET",100,100,1283,1.08e-19,1.84e-19,"****"
"Transitivity","value","Af","Am",100,100,4559,0.282,0.362,"ns"
"Transitivity","value","Af","Aw",100,100,4772.5,0.579,0.667,"ns"
"Transitivity","value","Af","BSk",100,100,3996,0.014,0.026,"*"
"Transitivity","value","Af","BWk",100,100,0,2.56e-34,3.17e-33,"****"
"Transitivity","value","Af","Cfa",100,100,4593,0.321,0.401,"ns"
"Transitivity","value","Af","Cfb",100,100,4752.5,0.546,0.64,"ns"
"Transitivity","value","Af","Csa",100,100,2512,1.22e-09,3.32e-09,"****"
"Transitivity","value","Af","Csb",100,100,5319.5,0.436,0.529,"ns"
"Transitivity","value","Af","Cwb",100,100,1254,5.6e-20,3.17e-19,"****"
"Transitivity","value","Af","Dfa",100,100,5861.5,0.035,0.059,"ns"
"Transitivity","value","Af","Dfb",100,100,5420,0.305,0.388,"ns"
"Transitivity","value","Af","Dfc",100,100,5300,0.464,0.558,"ns"
"Transitivity","value","Af","Dwb",100,100,4780,0.592,0.677,"ns"
"Transitivity","value","Af","Dwc",100,100,5702,0.086,0.126,"ns"
"Transitivity","value","Af","EF",100,100,2034,4.3e-13,1.5e-12,"****"
"Transitivity","value","Af","ET",100,100,4624,0.359,0.444,"ns"
"Transitivity","value","Am","Aw",100,100,5168,0.682,0.754,"ns"
"Transitivity","value","Am","BSk",100,100,4354,0.115,0.161,"ns"
"Transitivity","value","Am","BWk",100,100,21,4.81e-34,4.67e-33,"****"
"Transitivity","value","Am","Cfa",100,100,5092,0.823,0.868,"ns"
"Transitivity","value","Am","Cfb",100,100,5238.5,0.561,0.652,"ns"
"Transitivity","value","Am","Csa",100,100,2686,1.58e-08,4.05e-08,"****"
"Transitivity","value","Am","Csb",100,100,5883,0.031,0.054,"ns"
"Transitivity","value","Am","Cwb",100,100,1377,8.66e-19,4.36e-18,"****"
"Transitivity","value","Am","Dfa",100,100,6457.5,0.000371,0.000841,"***"
"Transitivity","value","Am","Dfb",100,100,5989.5,0.016,0.028,"*"
"Transitivity","value","Am","Dfc",100,100,5800,0.051,0.081,"ns"
"Transitivity","value","Am","Dwb",100,100,5291,0.478,0.57,"ns"
"Transitivity","value","Am","Dwc",100,100,6277,0.002,0.004,"**"
"Transitivity","value","Am","EF",100,100,2197,7.51e-12,2.32e-11,"****"
"Transitivity","value","Am","ET",100,100,5204.5,0.618,0.699,"ns"
"Transitivity","value","Aw","BSk",100,100,4229,0.06,0.091,"ns"
"Transitivity","value","Aw","BWk",100,100,26,5.58e-34,5.06e-33,"****"
"Transitivity","value","Aw","Cfa",100,100,4887,0.783,0.838,"ns"
"Transitivity","value","Aw","Cfb",100,100,5044,0.915,0.929,"ns"
"Transitivity","value","Aw","Csa",100,100,2735,3.15e-08,7.93e-08,"****"
"Transitivity","value","Aw","Csb",100,100,5583,0.155,0.207,"ns"
"Transitivity","value","Aw","Cwb",100,100,1440,3.4e-18,1.59e-17,"****"
"Transitivity","value","Aw","Dfa",100,100,6137,0.005,0.011,"*"
"Transitivity","value","Aw","Dfb",100,100,5688,0.093,0.133,"ns"
"Transitivity","value","Aw","Dfc",100,100,5528,0.197,0.26,"ns"
"Transitivity","value","Aw","Dwb",100,100,5062,0.881,0.915,"ns"
"Transitivity","value","Aw","Dwc",100,100,5947,0.021,0.037,"*"
"Transitivity","value","Aw","EF",100,100,2238,1.5e-11,4.43e-11,"****"
"Transitivity","value","Aw","ET",100,100,4952,0.908,0.928,"ns"
"Transitivity","value","BSk","BWk",100,100,0,2.56e-34,3.17e-33,"****"
"Transitivity","value","BSk","Cfa",100,100,5680,0.097,0.137,"ns"
"Transitivity","value","BSk","Cfb",100,100,5865,0.035,0.058,"ns"
"Transitivity","value","BSk","Csa",100,100,3472,0.00019,0.000446,"***"
"Transitivity","value","BSk","Csb",100,100,6306,0.001,0.003,"**"
"Transitivity","value","BSk","Cwb",100,100,1726,1.26e-15,5.19e-15,"****"
"Transitivity","value","BSk","Dfa",100,100,6937,2.23e-06,5.42e-06,"****"
"Transitivity","value","BSk","Dfb",100,100,6448,0.000405,0.000903,"***"
"Transitivity","value","BSk","Dfc",100,100,6389,0.000692,0.001,"**"
"Transitivity","value","BSk","Dwb",100,100,5865.5,0.035,0.058,"ns"
"Transitivity","value","BSk","Dwc",100,100,6745.5,2.01e-05,4.8e-05,"****"
"Transitivity","value","BSk","EF",100,100,2683,1.51e-08,3.95e-08,"****"
"Transitivity","value","BSk","ET",100,100,5740,0.071,0.106,"ns"
"Transitivity","value","BWk","Cfa",100,100,9981,4.53e-34,4.67e-33,"****"
"Transitivity","value","BWk","Cfb",100,100,9998,2.72e-34,3.17e-33,"****"
"Transitivity","value","BWk","Csa",100,100,10000,2.56e-34,3.17e-33,"****"
"Transitivity","value","BWk","Csb",100,100,10000,2.56e-34,3.17e-33,"****"
"Transitivity","value","BWk","Cwb",100,100,9954,1.01e-33,8.58e-33,"****"
"Transitivity","value","BWk","Dfa",100,100,10000,2.56e-34,3.17e-33,"****"
"Transitivity","value","BWk","Dfb",100,100,10000,2.56e-34,3.17e-33,"****"
"Transitivity","value","BWk","Dfc",100,100,10000,2.56e-34,3.17e-33,"****"
"Transitivity","value","BWk","Dwb",100,100,10000,2.56e-34,3.17e-33,"****"
"Transitivity","value","BWk","Dwc",100,100,10000,2.56e-34,3.17e-33,"****"
"Transitivity","value","BWk","EF",100,100,9997,2.8e-34,3.17e-33,"****"
"Transitivity","value","BWk","ET",100,100,10000,2.56e-34,3.17e-33,"****"
"Transitivity","value","Cfa","Cfb",100,100,5122,0.767,0.834,"ns"
"Transitivity","value","Cfa","Csa",100,100,2650,9.43e-09,2.51e-08,"****"
"Transitivity","value","Cfa","Csb",100,100,5821,0.045,0.073,"ns"
"Transitivity","value","Cfa","Cwb",100,100,1263,6.87e-20,3.74e-19,"****"
"Transitivity","value","Cfa","Dfa",100,100,6421,0.000519,0.001,"**"
"Transitivity","value","Cfa","Dfb",100,100,5928,0.023,0.041,"*"
"Transitivity","value","Cfa","Dfc",100,100,5786,0.055,0.086,"ns"
"Transitivity","value","Cfa","Dwb",100,100,5202,0.622,0.699,"ns"
"Transitivity","value","Cfa","Dwc",100,100,6197,0.003,0.007,"**"
"Transitivity","value","Cfa","EF",100,100,2085,1.07e-12,3.46e-12,"****"
"Transitivity","value","Cfa","ET",100,100,5056,0.892,0.919,"ns"
"Transitivity","value","Cfb","Csa",100,100,2432,3.53e-10,9.8e-10,"****"
"Transitivity","value","Cfb","Csb",100,100,5693,0.091,0.131,"ns"
"Transitivity","value","Cfb","Cwb",100,100,1281,1.03e-19,5.39e-19,"****"
"Transitivity","value","Cfb","Dfa",100,100,6253.5,0.002,0.004,"**"
"Transitivity","value","Cfb","Dfb",100,100,5774,0.059,0.091,"ns"
"Transitivity","value","Cfb","Dfc",100,100,5583,0.155,0.207,"ns"
"Transitivity","value","Cfb","Dwb",100,100,5017,0.968,0.968,"ns"
"Transitivity","value","Cfb","Dwc",100,100,6047,0.011,0.02,"*"
"Transitivity","value","Cfb","EF",100,100,2053,6.05e-13,2.01e-12,"****"
"Transitivity","value","Cfb","ET",100,100,4983,0.968,0.968,"ns"
"Transitivity","value","Csa","Csb",100,100,7769,1.34e-11,4.05e-11,"****"
"Transitivity","value","Csa","Cwb",100,100,2132,2.44e-12,7.72e-12,"****"
"Transitivity","value","Csa","Dfa",100,100,8616,1.01e-18,4.91e-18,"****"
"Transitivity","value","Csa","Dfb",100,100,7952,5.53e-13,1.88e-12,"****"
"Transitivity","value","Csa","Dfc",100,100,8163,1.1e-14,4.16e-14,"****"
"Transitivity","value","Csa","Dwb",100,100,7669,7.02e-11,1.99e-10,"****"
"Transitivity","value","Csa","Dwc",100,100,8164,1.08e-14,4.16e-14,"****"
"Transitivity","value","Csa","EF",100,100,3540,0.000362,0.000834,"***"
"Transitivity","value","Csa","ET",100,100,7174,1.09e-07,2.7e-07,"****"
"Transitivity","value","Csb","Cwb",100,100,1148,4.93e-21,3.05e-20,"****"
"Transitivity","value","Csb","Dfa",100,100,5512,0.211,0.276,"ns"
"Transitivity","value","Csb","Dfb",100,100,5105,0.798,0.848,"ns"
"Transitivity","value","Csb","Dfc",100,100,4937,0.879,0.915,"ns"
"Transitivity","value","Csb","Dwb",100,100,4409,0.149,0.205,"ns"
"Transitivity","value","Csb","Dwc",100,100,5353,0.389,0.477,"ns"
"Transitivity","value","Csb","EF",100,100,1839,1.14e-14,4.19e-14,"****"
"Transitivity","value","Csb","ET",100,100,4206,0.052,0.083,"ns"
"Transitivity","value","Cwb","Dfa",100,100,9386,8.61e-27,6.89e-26,"****"
"Transitivity","value","Cwb","Dfb",100,100,8912,1.21e-21,7.84e-21,"****"
"Transitivity","value","Cwb","Dfc",100,100,9228,5.19e-25,3.92e-24,"****"
"Transitivity","value","Cwb","Dwb",100,100,8972.5,2.87e-22,1.95e-21,"****"
"Transitivity","value","Cwb","Dwc",100,100,9090,1.65e-23,1.18e-22,"****"
"Transitivity","value","Cwb","EF",100,100,6264,0.002,0.004,"**"
"Transitivity","value","Cwb","ET",100,100,8554,3.87e-18,1.75e-17,"****"
"Transitivity","value","Dfa","Dfb",100,100,4583,0.309,0.389,"ns"
"Transitivity","value","Dfa","Dfc",100,100,4363.5,0.12,0.167,"ns"
"Transitivity","value","Dfa","Dwb",100,100,3775,0.003,0.005,"**"
"Transitivity","value","Dfa","Dwc",100,100,4876,0.763,0.834,"ns"
"Transitivity","value","Dfa","EF",100,100,1195,1.46e-20,8.63e-20,"****"
"Transitivity","value","Dfa","ET",100,100,3658,0.001,0.002,"**"
"Transitivity","value","Dfb","Dfc",100,100,4825,0.67,0.747,"ns"
"Transitivity","value","Dfb","Dwb",100,100,4256,0.069,0.105,"ns"
"Transitivity","value","Dfb","Dwc",100,100,5259,0.528,0.624,"ns"
"Transitivity","value","Dfb","EF",100,100,1732,1.42e-15,5.68e-15,"****"
"Transitivity","value","Dfb","ET",100,100,4145,0.037,0.06,"ns"
"Transitivity","value","Dfc","Dwb",100,100,4416,0.154,0.207,"ns"
"Transitivity","value","Dfc","Dwc",100,100,5468,0.253,0.328,"ns"
"Transitivity","value","Dfc","EF",100,100,1507,1.42e-17,6.04e-17,"****"
"Transitivity","value","Dfc","ET",100,100,4279,0.078,0.116,"ns"
"Transitivity","value","Dwb","Dwc",100,100,6016.5,0.013,0.024,"*"
"Transitivity","value","Dwb","EF",100,100,1863,1.81e-14,6.48e-14,"****"
"Transitivity","value","Dwb","ET",100,100,4887,0.783,0.838,"ns"
"Transitivity","value","Dwc","EF",100,100,1503,1.3e-17,5.7e-17,"****"
"Transitivity","value","Dwc","ET",100,100,3896,0.007,0.013,"*"
"Transitivity","value","EF","ET",100,100,7747,1.94e-11,5.61e-11,"****"
