"level","from","to","No. of climate zones","Climate zones"
"Kingdom","bacteria","bacteria",19,"Af/Am/Aw/BSh/BSk/BWh/BWk/Cfa/Cfb/Csa/Csb/Cwb/Dfa/Dfb/Dfc/Dwb/Dwc/EF/ET"
"Phylum","acidobacteria","cyanobacteria",2,"Af/Am"
"Phylum","acidobacteria","spirochaetes",1,"Aw"
"Phylum","acidobacteria","gemmatimonadetes",3,"Aw/Dwc/ET"
"Phylum","acidobacteria","nitrospirae",1,"BWk"
"Phylum","acidobacteria","proteobacteria",1,"Csb"
"Phylum","acidobacteria","acidobacteria",1,"Dfa"
"Phylum","acidobacteria","bacteroidetes",1,"Dwc"
"Phylum","acidobacteria","planctomycetes",1,"ET"
"Phylum","actinobacteria","gemmatimonadetes",1,"Am"
"Phylum","actinobacteria","spirochaetes",2,"Am/Aw"
"Phylum","actinobacteria","verrucomicrobia",2,"Aw/Cwb"
"Phylum","actinobacteria","firmicutes",2,"BSh/Cfa"
"Phylum","actinobacteria","planctomycetes",2,"BSk/BWh"
"Phylum","actinobacteria","elusimicrobia",2,"BSk/Csb"
"Phylum","actinobacteria","actinobacteria",3,"Csa/Dfa/Dwc"
"Phylum","actinobacteria","ws3",1,"Csb"
"Phylum","actinobacteria","cyanobacteria",2,"Csb/Dfb"
"Phylum","actinobacteria","chloroflexi",2,"Cwb/Dfa"
"Phylum","actinobacteria","bacteroidetes",2,"Dfc/Dwb"
"Phylum","actinobacteria","armatimonadetes",1,"Dwb"
"Phylum","armatimonadetes","nitrospirae",2,"BSh/Csb"
"Phylum","armatimonadetes","ws3",1,"BSk"
"Phylum","armatimonadetes","verrucomicrobia",2,"BSk/Dfb"
"Phylum","armatimonadetes","gemmatimonadetes",2,"Cfb/Cwb"
"Phylum","armatimonadetes","bacteroidetes",1,"Dfa"
"Phylum","armatimonadetes","planctomycetes",1,"Dfb"
"Phylum","bacteroidetes","nitrospirae",1,"Am"
"Phylum","bacteroidetes","chloroflexi",1,"BSh"
"Phylum","bacteroidetes","gemmatimonadetes",2,"BWh/Dwc"
"Phylum","bacteroidetes","firmicutes",1,"Csb"
"Phylum","bacteroidetes","cyanobacteria",2,"Cwb/ET"
"Phylum","bacteroidetes","bacteroidetes",1,"Dwc"
"Phylum","chloroflexi","spirochaetes",2,"Aw/Cfa"
"Phylum","chloroflexi","cyanobacteria",1,"BSh"
"Phylum","chloroflexi","ws3",1,"BSk"
"Phylum","chloroflexi","verrucomicrobia",1,"BWk"
"Phylum","chloroflexi","elusimicrobia",1,"Cfa"
"Phylum","chloroflexi","gemmatimonadetes",1,"Csa"
"Phylum","chloroflexi","proteobacteria",1,"Dfb"
"Phylum","chloroflexi","firmicutes",1,"EF"
"Phylum","chloroflexi","planctomycetes",1,"ET"
"Phylum","cyanobacteria","gemmatimonadetes",1,"Af"
"Phylum","cyanobacteria","proteobacteria",1,"BSh"
"Phylum","cyanobacteria","spirochaetes",2,"BSk/Cfb"
"Phylum","cyanobacteria","ws3",1,"Cfa"
"Phylum","cyanobacteria","elusimicrobia",1,"Cfb"
"Phylum","cyanobacteria","verrucomicrobia",1,"Cfb"
"Phylum","cyanobacteria","nitrospirae",1,"Csb"
"Phylum","cyanobacteria","planctomycetes",1,"Csb"
"Phylum","cyanobacteria","firmicutes",1,"ET"
"Phylum","elusimicrobia","firmicutes",1,"Af"
"Phylum","elusimicrobia","verrucomicrobia",1,"BSk"
"Phylum","elusimicrobia","nitrospirae",1,"Cfb"
"Phylum","elusimicrobia","gemmatimonadetes",1,"Dfb"
"Phylum","elusimicrobia","proteobacteria",1,"Dwb"
"Phylum","elusimicrobia","planctomycetes",1,"ET"
"Phylum","firmicutes","gemmatimonadetes",2,"Af/Cwb"
"Phylum","firmicutes","spirochaetes",2,"Af/Dwb"
"Phylum","firmicutes","planctomycetes",1,"BSk"
"Phylum","firmicutes","verrucomicrobia",1,"Csa"
"Phylum","firmicutes","nitrospirae",1,"Cwb"
"Phylum","firmicutes","ws3",1,"Dwb"
"Phylum","firmicutes","proteobacteria",1,"EF"
"Phylum","gemmatimonadetes","planctomycetes",1,"Aw"
"Phylum","gemmatimonadetes","proteobacteria",1,"BSk"
"Phylum","gemmatimonadetes","ws3",1,"Csb"
"Phylum","gemmatimonadetes","gemmatimonadetes",1,"Dfa"
"Phylum","gemmatimonadetes","verrucomicrobia",1,"Dwb"
"Phylum","nitrospirae","proteobacteria",1,"Am"
"Phylum","nitrospirae","spirochaetes",1,"Cfb"
"Phylum","nitrospirae","nitrospirae",1,"Dfa"
"Phylum","nitrospirae","planctomycetes",1,"Dfb"
"Phylum","planctomycetes","ws3",1,"Am"
"Phylum","planctomycetes","planctomycetes",3,"Csb/Dfb/Dfc"
"Phylum","proteobacteria","ws3",1,"BSh"
"Phylum","proteobacteria","verrucomicrobia",2,"Csa/Cwb"
"Phylum","proteobacteria","proteobacteria",2,"Csa/Dfc"
"Phylum","proteobacteria","spirochaetes",1,"Dfb"
"Phylum","spirochaetes","ws3",2,"BSk/Dwc"
"Phylum","verrucomicrobia","ws3",2,"Af/BSh"
"Phylum","ws3","ws3",1,"Dfa"
"Class","1","actinobacteria",2,"Af/Am"
"Class","1","acidobacteriia",2,"Af/ET"
"Class","1","1",2,"Am/Dfa"
"Class","1","c6",2,"Am/Dfb"
"Class","1","betaproteobacteria",1,"Aw"
"Class","1","cytophagia",1,"Aw"
"Class","1","da052",1,"Aw"
"Class","1","flavobacteriia",1,"Aw"
"Class","1","gammaproteobacteria",1,"Aw"
"Class","1","ellin6529",2,"BSh/Csa"
"Class","1","gemm",1,"BWh"
"Class","1","12",1,"Csb"
"Class","1","5",1,"Cwb"
"Class","1","bacilli",1,"Cwb"
"Class","1","acidimicrobiia",1,"ET"
"Class","1","chloracidobacteria",1,"ET"
"Class","12","acidimicrobiia",1,"Af"
"Class","12","opitutae",1,"Af"
"Class","12","pauc37f",1,"Am"
"Class","12","c6",2,"Am/Cfb"
"Class","12","acidobacteriia",1,"BSh"
"Class","12","chloracidobacteria",1,"BSh"
"Class","12","deltaproteobacteria",1,"BSh"
"Class","12","pedosphaerae",1,"BSh"
"Class","12","alphaproteobacteria",3,"BSh/BSk/Dfa"
"Class","12","gammaproteobacteria",2,"BSh/Dfb"
"Class","12","ellin6529",1,"BSk"
"Class","12","fimbriimonadia",1,"BSk"
"Class","12","leptospirae",2,"BSk/Dwc"
"Class","12","chloroplast",1,"Cfa"
"Class","12","cytophagia",1,"Csb"
"Class","12","gemmatimonadetes",1,"Csb"
"Class","12","12",1,"Dfa"
"Class","12","actinobacteria",1,"Dfb"
"Class","12","5",1,"Dfc"
"Class","12","da052",1,"Dfc"
"Class","12","8",1,"Dwb"
"Class","12","bacilli",1,"Dwb"
"Class","5","8",1,"BSk"
"Class","5","acidimicrobiia",1,"Cfb"
"Class","5","acidobacteria",2,"Cwb/Dfc"
"Class","6","6",1,"BWk"
"Class","6","acidobacteria",1,"BWk"
"Class","8","flavobacteriia",2,"Af/Am"
"Class","8","actinobacteria",2,"Am/Aw"
"Class","8","bacilli",1,"BSh"
"Class","8","alphaproteobacteria",1,"BSk"
"Class","8","acidimicrobiia",3,"BSk/EF/ET"
"Class","8","iii1",2,"BWh/ET"
"Class","8","acidobacteriia",1,"Cfa"
"Class","8","chloroplast",1,"Cfa"
"Class","8","8",2,"Csb/Cwb"
"Class","8","elusimicrobia",2,"Dfb/Dwb"
"Class","8","cytophagia",1,"Dwb"
"Class","8","gemmatimonadetes",1,"ET"
"Class","acidimicrobiia","sva0725",1,"Af"
"Class","acidimicrobiia","zetaproteobacteria",1,"Af"
"Class","acidimicrobiia","leptospirae",1,"Am"
"Class","acidimicrobiia","actinobacteria",2,"Am/Dfa"
"Class","acidimicrobiia","acidobacteriia",2,"Am/Dfb"
"Class","acidimicrobiia","bacilli",1,"Aw"
"Class","acidimicrobiia","unassigned",2,"Aw/BSk"
"Class","acidimicrobiia","deltaproteobacteria",1,"BSk"
"Class","acidimicrobiia","elusimicrobia",1,"BSk"
"Class","acidimicrobiia","gemmatimonadetes",1,"BSk"
"Class","acidimicrobiia","nitrospira",2,"BSk/Dwb"
"Class","acidimicrobiia","planctomycetia",1,"Cfb"
"Class","acidimicrobiia","sphingobacteriia",2,"Csa/Cwb"
"Class","acidimicrobiia","pedosphaerae",2,"Csb/Dwb"
"Class","acidimicrobiia","gammaproteobacteria",1,"Dfa"
"Class","acidimicrobiia","ellin6529",2,"Dfa/Dwb"
"Class","acidimicrobiia","opitutae",1,"Dfb"
"Class","acidimicrobiia","saprospirae",1,"Dfc"
"Class","acidimicrobiia","cytophagia",1,"Dwb"
"Class","acidimicrobiia","verrucomicrobiae",1,"Dwb"
"Class","acidimicrobiia","thermoleophilia",1,"Dwc"
"Class","acidimicrobiia","acidimicrobiia",1,"ET"
"Class","acidimicrobiia","solibacteres",1,"ET"
"Class","acidobacteriia","bacilli",1,"Af"
"Class","acidobacteriia","deltaproteobacteria",1,"Af"
"Class","acidobacteriia","cytophagia",2,"Af/Aw"
"Class","acidobacteriia","unassigned",2,"Af/Csb"
"Class","acidobacteriia","chloroplast",1,"Am"
"Class","acidobacteriia","methylacidiphilae",2,"Am/Aw"
"Class","acidobacteriia","verrucomicrobiae",2,"Am/Cwb"
"Class","acidobacteriia","pauc37f",2,"Am/Dfa"
"Class","acidobacteriia","planctomycetia",3,"Am/Dfa/Dwb"
"Class","acidobacteriia","flavobacteriia",2,"Am/Dwb"
"Class","acidobacteriia","chloracidobacteria",1,"Aw"
"Class","acidobacteriia","sphingobacteriia",1,"BSh"
"Class","acidobacteriia","zetaproteobacteria",2,"BSk/Dfc"
"Class","acidobacteriia","acidobacteriia",2,"BWh/Dfa"
"Class","acidobacteriia","spartobacteria",2,"Cfa/Dfa"
"Class","acidobacteriia","gammaproteobacteria",1,"Csb"
"Class","acidobacteriia","betaproteobacteria",2,"Csb/Dwb"
"Class","acidobacteriia","elusimicrobia",1,"Dfa"
"Class","acidobacteriia","phycisphaerae",1,"Dfa"
"Class","acidobacteriia","solibacteres",1,"Dfa"
"Class","acidobacteriia","da052",2,"Dfa/Dwc"
"Class","acidobacteriia","saprospirae",2,"Dfa/Dwc"
"Class","acidobacteriia","sva0725",1,"Dfb"
"Class","acidobacteriia","fimbriimonadia",1,"Dwb"
"Class","acidobacteriia","opitutae",1,"Dwb"
"Class","acidobacteriia","clostridia",1,"Dwc"
"Class","acidobacteriia","ellin6529",1,"EF"
"Class","acidobacteriia","thermoleophilia",1,"EF"
"Class","actinobacteria","nitrospira",1,"Af"
"Class","actinobacteria","zetaproteobacteria",2,"Af/Dfa"
"Class","actinobacteria","chloracidobacteria",1,"Am"
"Class","actinobacteria","chloroplast",3,"Am/Csb/Dfb"
"Class","actinobacteria","flavobacteriia",2,"Am/Dfc"
"Class","actinobacteria","c6",2,"Am/ET"
"Class","actinobacteria","opitutae",1,"Aw"
"Class","actinobacteria","bacilli",2,"Aw/BSh"
"Class","actinobacteria","sva0725",2,"BSk/Cwb"
"Class","actinobacteria","betaproteobacteria",1,"BWh"
"Class","actinobacteria","sphingobacteriia",2,"BWh/Csa"
"Class","actinobacteria","actinobacteria",3,"BWh/Dfa/Dwc"
"Class","actinobacteria","alphaproteobacteria",1,"BWk"
"Class","actinobacteria","clostridia",1,"Cfb"
"Class","actinobacteria","thermoleophilia",3,"Csa/Dfa/Dwc"
"Class","actinobacteria","pauc37f",2,"Csb/Dwc"
"Class","actinobacteria","ellin6529",1,"Dfa"
"Class","actinobacteria","deltaproteobacteria",1,"Dfb"
"Class","actinobacteria","planctomycetia",1,"Dfb"
"Class","actinobacteria","cytophagia",1,"Dfc"
"Class","actinobacteria","spartobacteria",1,"Dfc"
"Class","actinobacteria","tk10",1,"Dwb"
"Class","actinobacteria","rb25",1,"EF"
"Class","actinobacteria","verrucomicrobiae",1,"EF"
"Class","actinobacteria","methylacidiphilae",1,"ET"
"Class","actinobacteria","unassigned",1,"ET"
"Class","alphaproteobacteria","bacilli",1,"BSh"
"Class","alphaproteobacteria","gemmatimonadetes",1,"BSk"
"Class","alphaproteobacteria","leptospirae",1,"BSk"
"Class","alphaproteobacteria","tk10",1,"BSk"
"Class","alphaproteobacteria","unassigned",2,"BSk/Csa"
"Class","alphaproteobacteria","spartobacteria",1,"Cfa"
"Class","alphaproteobacteria","pedosphaerae",1,"Csa"
"Class","alphaproteobacteria","sva0725",1,"Csa"
"Class","alphaproteobacteria","thermoleophilia",2,"Csa/EF"
"Class","alphaproteobacteria","flavobacteriia",1,"Csb"
"Class","alphaproteobacteria","zetaproteobacteria",1,"Dfa"
"Class","alphaproteobacteria","planctomycetia",1,"Dfb"
"Class","alphaproteobacteria","elusimicrobia",2,"Dfb/Dwb"
"Class","alphaproteobacteria","fimbriimonadia",1,"Dfc"
"Class","alphaproteobacteria","verrucomicrobiae",1,"Dfc"
"Class","alphaproteobacteria","opitutae",1,"Dwb"
"Class","alphaproteobacteria","saprospirae",1,"Dwc"
"Class","alphaproteobacteria","clostridia",1,"EF"
"Class","bacilli","flavobacteriia",1,"Am"
"Class","bacilli","solibacteres",1,"Aw"
"Class","bacilli","thermoleophilia",3,"BSh/Cfa/Csa"
"Class","bacilli","spartobacteria",2,"Cfa/Dfc"
"Class","bacilli","tk10",2,"Cfa/EF"
"Class","bacilli","pedosphaerae",1,"Csa"
"Class","bacilli","verrucomicrobiae",1,"Csa"
"Class","bacilli","chloracidobacteria",2,"Csa/Dfb"
"Class","bacilli","gammaproteobacteria",2,"Csa/ET"
"Class","bacilli","saprospirae",2,"Csb/Dwb"
"Class","bacilli","deltaproteobacteria",1,"Cwb"
"Class","bacilli","nitrospira",1,"Cwb"
"Class","bacilli","da052",1,"Dfa"
"Class","bacilli","ellin6529",2,"Dfb/Dwc"
"Class","bacilli","clostridia",2,"Dfc/Dwb"
"Class","bacilli","leptospirae",1,"Dwb"
"Class","bacilli","betaproteobacteria",1,"EF"
"Class","bacilli","cytophagia",1,"EF"
"Class","bacilli","chloroplast",1,"ET"
"Class","betaproteobacteria","cytophagia",1,"Af"
"Class","betaproteobacteria","fimbriimonadia",2,"Af/Am"
"Class","betaproteobacteria","planctomycetia",5,"Af/BSk/BWh/Cfa/Cwb"
"Class","betaproteobacteria","clostridia",2,"Af/Dfb"
"Class","betaproteobacteria","da052",1,"Am"
"Class","betaproteobacteria","pauc37f",1,"Am"
"Class","betaproteobacteria","rb25",1,"Am"
"Class","betaproteobacteria","thermoleophilia",1,"Am"
"Class","betaproteobacteria","tk10",3,"Am/BSk/Csa"
"Class","betaproteobacteria","spartobacteria",4,"BSh/BSk/Csa/Cwb"
"Class","betaproteobacteria","opitutae",2,"BSk/Csa"
"Class","betaproteobacteria","betaproteobacteria",2,"BWk/Dwc"
"Class","betaproteobacteria","pedosphaerae",1,"Cfa"
"Class","betaproteobacteria","saprospirae",1,"Cfa"
"Class","betaproteobacteria","zetaproteobacteria",1,"Cfa"
"Class","betaproteobacteria","ellin6529",2,"Csa/Dfb"
"Class","betaproteobacteria","gammaproteobacteria",2,"Csa/ET"
"Class","betaproteobacteria","sva0725",1,"Dfb"
"Class","betaproteobacteria","verrucomicrobiae",1,"Dfb"
"Class","c6","chloracidobacteria",1,"Af"
"Class","c6","saprospirae",2,"Af/Am"
"Class","c6","ellin6529",1,"Am"
"Class","c6","thermoleophilia",1,"Am"
"Class","c6","nitrospira",2,"Am/ET"
"Class","c6","cytophagia",1,"Aw"
"Class","c6","c6",1,"Cfa"
"Class","c6","chloroplast",1,"Cfa"
"Class","c6","deltaproteobacteria",1,"Cfb"
"Class","c6","gammaproteobacteria",1,"Cfb"
"Class","c6","pauc37f",1,"Cfb"
"Class","c6","unassigned",1,"Cfb"
"Class","c6","gemmatimonadetes",2,"Cfb/Dfc"
"Class","c6","methylacidiphilae",1,"Csb"
"Class","c6","opitutae",1,"Cwb"
"Class","c6","solibacteres",2,"Dfa/Dfb"
"Class","c6","rb25",1,"Dfb"
"Class","c6","leptospirae",1,"EF"
"Class","c6","sphingobacteriia",1,"EF"
"Class","c6","elusimicrobia",1,"ET"
"Class","c6","planctomycetia",1,"ET"
"Class","c6","sva0725",1,"ET"
"Class","chloracidobacteria","chloroplast",2,"Af/Am"
"Class","chloracidobacteria","phycisphaerae",2,"Am/Cfb"
"Class","chloracidobacteria","leptospirae",1,"Aw"
"Class","chloracidobacteria","da052",2,"Aw/Dfa"
"Class","chloracidobacteria","sphingobacteriia",1,"BSh"
"Class","chloracidobacteria","tk10",2,"BSk/Dfa"
"Class","chloracidobacteria","fimbriimonadia",2,"BSk/Dwb"
"Class","chloracidobacteria","methylacidiphilae",2,"BSk/Dwb"
"Class","chloracidobacteria","solibacteres",1,"BWh"
"Class","chloracidobacteria","gammaproteobacteria",1,"Cfa"
"Class","chloracidobacteria","sva0725",2,"Cfa/Cwb"
"Class","chloracidobacteria","clostridia",2,"Cfa/Dfc"
"Class","chloracidobacteria","pauc37f",1,"Cfb"
"Class","chloracidobacteria","deltaproteobacteria",1,"Cwb"
"Class","chloracidobacteria","opitutae",1,"Cwb"
"Class","chloracidobacteria","zetaproteobacteria",1,"Dwb"
"Class","chloracidobacteria","saprospirae",1,"Dwc"
"Class","chloracidobacteria","spartobacteria",1,"Dwc"
"Class","chloracidobacteria","rb25",2,"EF/ET"
"Class","chloracidobacteria","elusimicrobia",1,"ET"
"Class","chloroplast","gemmatimonadetes",1,"Af"
"Class","chloroplast","saprospirae",2,"Af/BSh"
"Class","chloroplast","solibacteres",2,"Af/EF"
"Class","chloroplast","phycisphaerae",2,"Aw/ET"
"Class","chloroplast","gammaproteobacteria",1,"BSh"
"Class","chloroplast","ellin6529",2,"BSh/BSk"
"Class","chloroplast","leptospirae",2,"BSk/Cfb"
"Class","chloroplast","elusimicrobia",1,"Cfb"
"Class","chloroplast","methylacidiphilae",1,"Cfb"
"Class","chloroplast","verrucomicrobiae",1,"Cfb"
"Class","chloroplast","da052",1,"Csb"
"Class","chloroplast","nitrospira",1,"Csb"
"Class","chloroplast","planctomycetia",1,"Csb"
"Class","chloroplast","thermoleophilia",2,"Csb/Dfb"
"Class","chloroplast","sphingobacteriia",1,"Cwb"
"Class","chloroplast","deltaproteobacteria",1,"Dfb"
"Class","chloroplast","unassigned",2,"Dfb/Dfc"
"Class","chloroplast","opitutae",1,"ET"
"Class","clostridia","elusimicrobia",1,"Af"
"Class","clostridia","leptospirae",1,"Af"
"Class","clostridia","pedosphaerae",1,"Af"
"Class","clostridia","unassigned",1,"Af"
"Class","clostridia","opitutae",2,"Af/ET"
"Class","clostridia","planctomycetia",1,"BSk"
"Class","clostridia","gammaproteobacteria",2,"BSk/Cwb"
"Class","clostridia","flavobacteriia",2,"BSk/EF"
"Class","clostridia","thermoleophilia",2,"Cfa/EF"
"Class","clostridia","ellin6529",2,"Cfb/EF"
"Class","clostridia","phycisphaerae",1,"Cwb"
"Class","clostridia","pauc37f",2,"Cwb/Dfb"
"Class","clostridia","gemmatimonadetes",2,"Cwb/Dwb"
"Class","clostridia","spartobacteria",2,"Cwb/Dwb"
"Class","clostridia","nitrospira",1,"Dwc"
"Class","clostridia","solibacteres",1,"ET"
"Class","cytophagia","gemmatimonadetes",1,"Af"
"Class","cytophagia","unassigned",2,"Af/Cfa"
"Class","cytophagia","nitrospira",1,"Am"
"Class","cytophagia","da052",1,"Aw"
"Class","cytophagia","pauc37f",1,"Aw"
"Class","cytophagia","rb25",1,"Aw"
"Class","cytophagia","phycisphaerae",2,"Cfa/ET"
"Class","cytophagia","solibacteres",2,"Cfa/ET"
"Class","cytophagia","sphingobacteriia",1,"Cfb"
"Class","cytophagia","spartobacteria",1,"Csa"
"Class","cytophagia","cytophagia",2,"Csb/Dfc"
"Class","cytophagia","fimbriimonadia",1,"Dfa"
"Class","cytophagia","flavobacteriia",1,"Dfb"
"Class","cytophagia","verrucomicrobiae",1,"Dfb"
"Class","cytophagia","ellin6529",2,"Dfb/ET"
"Class","cytophagia","opitutae",2,"Dfc/Dwb"
"Class","cytophagia","saprospirae",1,"Dwc"
"Class","cytophagia","planctomycetia",1,"EF"
"Class","cytophagia","pedosphaerae",1,"ET"
"Class","da052","flavobacteriia",1,"Aw"
"Class","da052","rb25",1,"Aw"
"Class","da052","fimbriimonadia",2,"Cfb/Csb"
"Class","da052","nitrospira",1,"Csb"
"Class","da052","saprospirae",1,"Dfa"
"Class","da052","solibacteres",1,"Dfa"
"Class","da052","spartobacteria",1,"Dfa"
"Class","da052","gammaproteobacteria",2,"Dfc/ET"
"Class","da052","pauc37f",2,"Dwb/ET"
"Class","da052","pedosphaerae",1,"ET"
"Class","da052","phycisphaerae",1,"ET"
"Class","deltaproteobacteria","sva0725",2,"Af/Cwb"
"Class","deltaproteobacteria","ellin6529",1,"Am"
"Class","deltaproteobacteria","saprospirae",2,"Am/Dwc"
"Class","deltaproteobacteria","nitrospira",1,"BSh"
"Class","deltaproteobacteria","methylacidiphilae",2,"BSk/Dfb"
"Class","deltaproteobacteria","zetaproteobacteria",3,"BSk/Dfb/ET"
"Class","deltaproteobacteria","gammaproteobacteria",1,"BWh"
"Class","deltaproteobacteria","planctomycetia",1,"Csb"
"Class","deltaproteobacteria","solibacteres",1,"Csb"
"Class","deltaproteobacteria","opitutae",1,"Cwb"
"Class","deltaproteobacteria","unassigned",1,"Cwb"
"Class","deltaproteobacteria","fimbriimonadia",1,"Dfa"
"Class","deltaproteobacteria","rb25",1,"Dfa"
"Class","deltaproteobacteria","leptospirae",1,"Dfb"
"Class","deltaproteobacteria","deltaproteobacteria",1,"Dfc"
"Class","deltaproteobacteria","flavobacteriia",1,"Dwb"
"Class","deltaproteobacteria","gemmatimonadetes",1,"Dwb"
"Class","deltaproteobacteria","elusimicrobia",1,"ET"
"Class","deltaproteobacteria","phycisphaerae",1,"ET"
"Class","ellin6529","solibacteres",2,"Af/Csb"
"Class","ellin6529","flavobacteriia",2,"Af/Dfb"
"Class","ellin6529","thermoleophilia",2,"Af/Dwc"
"Class","ellin6529","pauc37f",1,"Am"
"Class","ellin6529","leptospirae",1,"Aw"
"Class","ellin6529","planctomycetia",1,"Aw"
"Class","ellin6529","rb25",1,"Aw"
"Class","ellin6529","nitrospira",1,"BSh"
"Class","ellin6529","sphingobacteriia",2,"BSh/Cwb"
"Class","ellin6529","opitutae",1,"BWk"
"Class","ellin6529","elusimicrobia",1,"Cfa"
"Class","ellin6529","unassigned",1,"Cfb"
"Class","ellin6529","zetaproteobacteria",2,"Csb/Dfa"
"Class","ellin6529","tk10",1,"Cwb"
"Class","ellin6529","saprospirae",1,"Dfc"
"Class","ellin6529","pedosphaerae",2,"Dfc/ET"
"Class","ellin6529","methylacidiphilae",1,"Dwb"
"Class","ellin6529","gemmatimonadetes",1,"ET"
"Class","elusimicrobia","pedosphaerae",1,"BSk"
"Class","elusimicrobia","gammaproteobacteria",1,"Cfa"
"Class","elusimicrobia","methylacidiphilae",2,"Cfa/Cfb"
"Class","elusimicrobia","nitrospira",1,"Cfb"
"Class","elusimicrobia","sphingobacteriia",2,"Cfb/ET"
"Class","elusimicrobia","thermoleophilia",1,"Csb"
"Class","elusimicrobia","gemmatimonadetes",1,"Dfb"
"Class","elusimicrobia","saprospirae",1,"Dwb"
"Class","fimbriimonadia","solibacteres",2,"Am/BSk"
"Class","fimbriimonadia","unassigned",1,"Aw"
"Class","fimbriimonadia","gammaproteobacteria",2,"Aw/Dfa"
"Class","fimbriimonadia","sphingobacteriia",1,"BSh"
"Class","fimbriimonadia","nitrospira",2,"BSh/Csb"
"Class","fimbriimonadia","pedosphaerae",1,"BSk"
"Class","fimbriimonadia","verrucomicrobiae",1,"Cfa"
"Class","fimbriimonadia","gemmatimonadetes",2,"Cfb/Cwb"
"Class","fimbriimonadia","saprospirae",2,"Dfa/ET"
"Class","fimbriimonadia","planctomycetia",1,"Dfb"
"Class","fimbriimonadia","spartobacteria",1,"Dfb"
"Class","fimbriimonadia","thermoleophilia",1,"Dwb"
"Class","flavobacteriia","spartobacteria",2,"Am/Aw"
"Class","flavobacteriia","pedosphaerae",2,"Am/BSk"
"Class","flavobacteriia","solibacteres",2,"Cfa/Dwc"
"Class","flavobacteriia","opitutae",1,"Dfa"
"Class","flavobacteriia","sphingobacteriia",1,"Dfa"
"Class","flavobacteriia","leptospirae",1,"Dfc"
"Class","flavobacteriia","thermoleophilia",1,"Dwc"
"Class","flavobacteriia","planctomycetia",1,"ET"
"Class","gammaproteobacteria","rb25",1,"Af"
"Class","gammaproteobacteria","unassigned",1,"Af"
"Class","gammaproteobacteria","pedosphaerae",1,"Am"
"Class","gammaproteobacteria","tk10",2,"Am/Dwb"
"Class","gammaproteobacteria","opitutae",2,"BSh/BSk"
"Class","gammaproteobacteria","planctomycetia",2,"BSh/BWk"
"Class","gammaproteobacteria","gemmatimonadetes",1,"BSk"
"Class","gammaproteobacteria","nitrospira",1,"BSk"
"Class","gammaproteobacteria","sva0725",1,"BSk"
"Class","gammaproteobacteria","methylacidiphilae",2,"Cfb/Csb"
"Class","gammaproteobacteria","saprospirae",1,"Csb"
"Class","gammaproteobacteria","phycisphaerae",1,"Cwb"
"Class","gammaproteobacteria","verrucomicrobiae",1,"Dfb"
"Class","gammaproteobacteria","thermoleophilia",1,"Dwb"
"Class","gammaproteobacteria","spartobacteria",1,"ET"
"Class","gammaproteobacteria","zetaproteobacteria",1,"ET"
"Class","gemmatimonadetes","gemmatimonadetes",1,"Af"
"Class","gemmatimonadetes","verrucomicrobiae",1,"Af"
"Class","gemmatimonadetes","planctomycetia",3,"Am/Aw/Cfa"
"Class","gemmatimonadetes","solibacteres",2,"Aw/Dwc"
"Class","gemmatimonadetes","sva0725",2,"Cfb/Dfa"
"Class","gemmatimonadetes","spartobacteria",1,"Cwb"
"Class","gemmatimonadetes","rb25",2,"Dfa/EF"
"Class","gemmatimonadetes","saprospirae",1,"Dwc"
"Class","gemmatimonadetes","nitrospira",1,"EF"
"Class","gemmatimonadetes","opitutae",1,"EF"
"Class","gemmatimonadetes","thermoleophilia",1,"EF"
"Class","gemmatimonadetes","tk10",1,"EF"
"Class","gemmatimonadetes","pauc37f",1,"ET"
"Class","leptospirae","solibacteres",1,"Aw"
"Class","leptospirae","thermoleophilia",1,"Aw"
"Class","leptospirae","unassigned",1,"Cfa"
"Class","leptospirae","nitrospira",1,"Cfb"
"Class","leptospirae","sphingobacteriia",2,"Cfb/EF"
"Class","leptospirae","methylacidiphilae",2,"Cfb/ET"
"Class","leptospirae","saprospirae",2,"Csb/Dwc"
"Class","leptospirae","pedosphaerae",1,"Dfa"
"Class","leptospirae","spartobacteria",1,"ET"
"Class","methylacidiphilae","pauc37f",2,"BSk/Dfa"
"Class","methylacidiphilae","solibacteres",1,"Cfa"
"Class","methylacidiphilae","sphingobacteriia",1,"Cfb"
"Class","methylacidiphilae","pedosphaerae",1,"Csb"
"Class","methylacidiphilae","spartobacteria",2,"Dfa/Dwb"
"Class","methylacidiphilae","saprospirae",2,"Dfb/Dwc"
"Class","methylacidiphilae","planctomycetia",1,"Dwb"
"Class","nitrospira","sva0725",1,"Af"
"Class","nitrospira","pauc37f",1,"Am"
"Class","nitrospira","zetaproteobacteria",2,"Aw/Cfa"
"Class","nitrospira","opitutae",2,"BSh/ET"
"Class","nitrospira","tk10",1,"BSk"
"Class","nitrospira","spartobacteria",1,"Cfa"
"Class","nitrospira","rb25",1,"Cfb"
"Class","nitrospira","solibacteres",1,"Cfb"
"Class","nitrospira","sphingobacteriia",1,"Cfb"
"Class","nitrospira","unassigned",2,"Cwb/ET"
"Class","nitrospira","nitrospira",1,"Dfa"
"Class","nitrospira","planctomycetia",1,"Dfb"
"Class","nitrospira","thermoleophilia",1,"Dfb"
"Class","opitutae","phycisphaerae",2,"Am/Aw"
