"ClimateZone","level","from","to","x","n","n1","n2","pvalue","p.adj"
"Aw","Order","actinomycetales","caulobacterales",1,919,12,12196,0.227088489222263,0.316137220275343
"Aw","Order","actinomycetales","chthoniobacterales",2,919,12,12196,0.0560319785320048,0.122677133609806
"Aw","Order","actinomycetales","ellin5290",2,919,6,12202,0.00715408133177231,0.0349484840674035
"Aw","Order","actinomycetales","gaiellales",5,919,45,12163,0.119421854984671,0.2010629776651
"Aw","Order","actinomycetales","gemmatales",1,919,23,12185,0.525420901913416,0.592137633069156
"Aw","Order","actinomycetales","miz46",1,919,3,12205,0.0161328421377018,0.0578212032566607
"Aw","Order","actinomycetales","myxococcales",5,919,54,12154,0.218745488967035,0.307683528278696
"Aw","Order","actinomycetales","n1423wl",1,919,10,12198,0.170554459489647,0.255992951893151
"Aw","Order","actinomycetales","nitrospirales",1,919,11,12197,0.198579070773887,0.286498394500056
"Aw","Order","actinomycetales","opitutales",2,919,5,12203,0.00378861614635673,0.0269607169704165
"Aw","Order","actinomycetales","pedosphaerales",1,919,11,12197,0.198579070773887,0.286498394500056
"Aw","Order","actinomycetales","pirellulales",1,919,9,12199,0.143282073389067,0.228516467251839
"Aw","Order","actinomycetales","rb41",3,919,44,12164,0.425110453719659,0.503070006574318
"Aw","Order","actinomycetales","rhizobiales",5,919,80,12128,0.564841649877521,0.626399242858185
"Aw","Order","actinomycetales","rhodospirillales",2,919,28,12180,0.353514456470105,0.4383558220833
"Aw","Order","actinomycetales","saprospirales",2,919,40,12168,0.58850908114749,0.646679163346774
"Aw","Order","actinomycetales","solibacterales",3,919,38,12170,0.320127347600492,0.406574415559662
"Aw","Order","actinomycetales","solirubrobacterales",4,919,40,12168,0.179572521525388,0.266589357140889
"Aw","Order","actinomycetales","sphingobacteriales",1,919,17,12191,0.369855494936268,0.453423903324339
"Aw","Order","actinomycetales","sphingomonadales",3,919,26,12182,0.12760772572984,0.210715828458983
"Aw","Order","actinomycetales","syntrophobacterales",2,919,13,12195,0.068893475769047,0.140269731858053
"Aw","Order","actinomycetales","unassigned",5,919,84,12124,0.61331427676625,0.668402643028527
"Aw","Order","actinomycetales","wd2101",1,919,9,12199,0.143282073389067,0.228516467251839
"Aw","Order","actinomycetales","xanthomonadales",2,919,29,12179,0.374615925732619,0.45710821743128
"Aw","Order","b07_wmsp1","b07_wmsp1",1,919,5,12203,0.0485746266781192,0.111950876721603
"Aw","Order","b07_wmsp1","rb41",1,919,3,12205,0.0161328421377018,0.0578212032566607
"Aw","Order","b07_wmsp1","rhizobiales",1,919,15,12193,0.313367318124383,0.399358242870038
"Aw","Order","b07_wmsp1","saprospirales",1,919,5,12203,0.0485746266781192,0.111950876721603
"Aw","Order","b97","gemmatales",3,919,10,12198,0.0046365660319152,0.0293960755496244
"Aw","Order","b97","solibacterales",1,919,2,12206,0.00566115084903374,0.0309407027928764
"Aw","Order","bacillales","bacillales",1,919,12,12196,0.227088489222263,0.316137220275343
"Aw","Order","bacillales","caulobacterales",1,919,2,12206,0.00566115084903374,0.0309407027928764
"Aw","Order","bacillales","miz46",1,919,1,12207,0,0
"Aw","Order","bacillales","opitutales",1,919,5,12203,0.0485746266781192,0.111950876721603
"Aw","Order","bacillales","pedosphaerales",1,919,5,12203,0.0485746266781192,0.111950876721603
"Aw","Order","bacillales","rb41",2,919,14,12194,0.0829517168915323,0.158468678183159
"Aw","Order","bacillales","rhizobiales",2,919,14,12194,0.0829517168915323,0.158468678183159
"Aw","Order","bacillales","rhodospirillales",1,919,1,12207,0,0
"Aw","Order","bacillales","saprospirales",1,919,10,12198,0.170554459489647,0.255992951893151
"Aw","Order","bacillales","solibacterales",2,919,7,12201,0.0118233126154881,0.0493417563031936
"Aw","Order","bacillales","solirubrobacterales",1,919,8,12200,0.117069554880452,0.198445575180247
"Aw","Order","bacillales","sphingomonadales",1,919,4,12204,0.0306602224654142,0.0846440475787835
"Aw","Order","bacillales","xanthomonadales",1,919,7,12201,0.0922695340456144,0.168717694572642
"Aw","Order","burkholderiales","caulobacterales",1,919,8,12200,0.117069554880452,0.198445575180247
"Aw","Order","burkholderiales","htcc2188",1,919,4,12204,0.0306602224654142,0.0846440475787835
"Aw","Order","burkholderiales","mnd1",1,919,7,12201,0.0922695340456144,0.168717694572642
"Aw","Order","burkholderiales","myxococcales",1,919,25,12183,0.571247804911861,0.631612498326428
"Aw","Order","burkholderiales","nitrospirales",1,919,5,12203,0.0485746266781192,0.111950876721603
"Aw","Order","burkholderiales","pseudomonadales",1,919,14,12194,0.284667802615946,0.373462647304415
"Aw","Order","burkholderiales","rb41",1,919,23,12185,0.525420901913416,0.592137633069156
"Aw","Order","burkholderiales","rhizobiales",1,919,35,12173,0.751686035518643,0.787696645292641
"Aw","Order","burkholderiales","saprospirales",3,919,37,12171,0.302666331321808,0.390830679460172
"Aw","Order","burkholderiales","solibacterales",1,919,10,12198,0.170554459489647,0.255992951893151
"Aw","Order","burkholderiales","sphingomonadales",1,919,15,12193,0.313367318124383,0.399358242870038
"Aw","Order","burkholderiales","unassigned",2,919,57,12151,0.813336518339075,0.838852366046389
"Aw","Order","burkholderiales","xanthomonadales",2,919,16,12192,0.114309003800713,0.195195418025846
"Aw","Order","caulobacterales","myxococcales",1,919,10,12198,0.170554459489647,0.255992951893151
"Aw","Order","caulobacterales","opitutales",1,919,5,12203,0.0485746266781192,0.111950876721603
"Aw","Order","caulobacterales","rhizobiales",3,919,20,12188,0.0587123663900827,0.126501773912862
"Aw","Order","caulobacterales","rhodospirillales",1,919,7,12201,0.0922695340456144,0.168717694572642
"Aw","Order","caulobacterales","solibacterales",1,919,6,12202,0.0692848993512927,0.140269731858053
"Aw","Order","caulobacterales","sphingobacteriales",1,919,13,12195,0.25585121894103,0.345138241931781
"Aw","Order","caulobacterales","sphingomonadales",1,919,12,12196,0.227088489222263,0.316137220275343
"Aw","Order","ccu21","cytophagales",1,919,6,12202,0.0692848993512927,0.140269731858053
"Aw","Order","ccu21","desulfuromonadales",1,919,2,12206,0.00566115084903374,0.0309407027928764
"Aw","Order","ccu21","flavobacteriales",1,919,3,12205,0.0161328421377018,0.0578212032566607
"Aw","Order","ccu21","gaiellales",1,919,8,12200,0.117069554880452,0.198445575180247
"Aw","Order","ccu21","gemmatales",2,919,5,12203,0.00378861614635673,0.0269607169704165
"Aw","Order","ccu21","htcc2188",1,919,5,12203,0.0485746266781192,0.111950876721603
"Aw","Order","ccu21","rb41",1,919,13,12195,0.25585121894103,0.345138241931781
"Aw","Order","ccu21","rhizobiales",2,919,35,12173,0.496649500982185,0.566775108943349
"Aw","Order","ccu21","rhodospirillales",1,919,2,12206,0.00566115084903374,0.0309407027928764
"Aw","Order","ccu21","saprospirales",1,919,15,12193,0.313367318124383,0.399358242870038
"Aw","Order","ccu21","solibacterales",1,919,7,12201,0.0922695340456144,0.168717694572642
"Aw","Order","ccu21","solirubrobacterales",1,919,5,12203,0.0485746266781192,0.111950876721603
"Aw","Order","ccu21","sphingomonadales",1,919,1,12207,0,0
"Aw","Order","ccu21","unassigned",2,919,62,12146,0.855564145803978,0.874879949831945
"Aw","Order","chthoniobacterales","chthoniobacterales",1,919,30,12178,0.671378712242777,0.718252774897341
"Aw","Order","chthoniobacterales","ellin329",1,919,10,12198,0.170554459489647,0.255992951893151
"Aw","Order","chthoniobacterales","flavobacteriales",1,919,2,12206,0.00566115084903374,0.0309407027928764
"Aw","Order","chthoniobacterales","gaiellales",4,919,19,12189,0.0114213731666017,0.0481100449686424
"Aw","Order","chthoniobacterales","gemmatimonadales",1,919,4,12204,0.0306602224654142,0.0846440475787835
"Aw","Order","chthoniobacterales","myxococcales",1,919,16,12192,0.341804220170622,0.427197113130864
"Aw","Order","chthoniobacterales","pedosphaerales",1,919,19,12189,0.424406653139894,0.502522561237178
"Aw","Order","chthoniobacterales","rb41",1,919,25,12183,0.571247804911861,0.631612498326428
"Aw","Order","chthoniobacterales","rhizobiales",4,919,39,12169,0.166719335023863,0.25426643573774
"Aw","Order","chthoniobacterales","saprospirales",1,919,25,12183,0.571247804911861,0.631612498326428
"Aw","Order","chthoniobacterales","solibacterales",3,919,19,12189,0.0498308295318197,0.112804599570334
"Aw","Order","chthoniobacterales","solirubrobacterales",1,919,5,12203,0.0485746266781192,0.111950876721603
"Aw","Order","chthoniobacterales","unassigned",3,919,48,12160,0.492938616346142,0.563146049160897
"Aw","Order","cytophagales","ellin6513",1,919,1,12207,0,0
"Aw","Order","cytophagales","flavobacteriales",1,919,7,12201,0.0922695340456144,0.168717694572642
"Aw","Order","cytophagales","gaiellales",1,919,4,12204,0.0306602224654142,0.0846440475787835
"Aw","Order","cytophagales","htcc2188",3,919,9,12199,0.00295693442271217,0.0240915609249642
"Aw","Order","cytophagales","nitrospirales",1,919,4,12204,0.0306602224654142,0.0846440475787835
"Aw","Order","cytophagales","pedosphaerales",1,919,8,12200,0.117069554880452,0.198445575180247
"Aw","Order","cytophagales","pseudomonadales",2,919,5,12203,0.00378861614635673,0.0269607169704165
"Aw","Order","cytophagales","rhizobiales",2,919,11,12197,0.0444437087105681,0.106973335680933
"Aw","Order","cytophagales","rhodospirillales",1,919,3,12205,0.0161328421377018,0.0578212032566607
"Aw","Order","cytophagales","saprospirales",2,919,18,12190,0.149354665675572,0.234410882060305
"Aw","Order","cytophagales","syntrophobacterales",2,919,5,12203,0.00378861614635673,0.0269607169704165
"Aw","Order","cytophagales","unassigned",5,919,22,12186,0.00468648018839235,0.0296786670897127
"Aw","Order","cytophagales","xanthomonadales",1,919,19,12189,0.424406653139894,0.502522561237178
"Aw","Order","desulfuromonadales","flavobacteriales",1,919,1,12207,0,0
"Aw","Order","desulfuromonadales","gaiellales",1,919,2,12206,0.00566115084903374,0.0309407027928764
"Aw","Order","desulfuromonadales","htcc2188",1,919,3,12205,0.0161328421377018,0.0578212032566607
"Aw","Order","desulfuromonadales","pseudomonadales",1,919,4,12204,0.0306602224654142,0.0846440475787835
"Aw","Order","desulfuromonadales","unassigned",1,919,12,12196,0.227088489222263,0.316137220275343
"Aw","Order","ellin329","ellin329",1,919,15,12193,0.313367318124383,0.399358242870038
"Aw","Order","ellin329","ellin5290",2,919,2,12206,0,0
"Aw","Order","ellin329","htcc2188",1,919,2,12206,0.00566115084903374,0.0309407027928764
"Aw","Order","ellin329","myxococcales",1,919,19,12189,0.424406653139894,0.502522561237178
"Aw","Order","ellin329","pedosphaerales",3,919,20,12188,0.0587123663900827,0.126501773912862
"Aw","Order","ellin329","rb41",1,919,10,12198,0.170554459489647,0.255992951893151
"Aw","Order","ellin329","rhizobiales",4,919,38,12170,0.154247692952996,0.240100910173752
"Aw","Order","ellin329","rhodospirillales",1,919,20,12188,0.450751375384978,0.525136221773734
"Aw","Order","ellin329","saprospirales",2,919,34,12174,0.47706128140679,0.547898948424749
"Aw","Order","ellin329","sphingobacteriales",2,919,11,12197,0.0444437087105681,0.106973335680933
"Aw","Order","ellin329","syntrophobacterales",1,919,6,12202,0.0692848993512927,0.140269731858053
"Aw","Order","ellin329","unassigned",1,919,39,12169,0.803196641214977,0.830759020525674
"Aw","Order","ellin329","xanthomonadales",2,919,13,12195,0.068893475769047,0.140269731858053
"Aw","Order","ellin5290","gemmatimonadales",1,919,2,12206,0.00566115084903374,0.0309407027928764
"Aw","Order","ellin5290","rb41",2,919,7,12201,0.0118233126154881,0.0493417563031936
"Aw","Order","ellin5290","rhizobiales",1,919,4,12204,0.0306602224654142,0.0846440475787835
"Aw","Order","ellin5290","rhodospirillales",1,919,5,12203,0.0485746266781192,0.111950876721603
"Aw","Order","ellin5290","saprospirales",2,919,9,12199,0.0253257401002982,0.0764727239115526
"Aw","Order","ellin5290","solibacterales",1,919,7,12201,0.0922695340456144,0.168717694572642
"Aw","Order","ellin6067","gemmatales",1,919,2,12206,0.00566115084903374,0.0309407027928764
"Aw","Order","ellin6067","n1423wl",1,919,3,12205,0.0161328421377018,0.0578212032566607
"Aw","Order","ellin6067","pedosphaerales",1,919,3,12205,0.0161328421377018,0.0578212032566607
"Aw","Order","ellin6067","unassigned",5,919,28,12180,0.0160843881025519,0.0578212032566607
"Aw","Order","ellin6513","flavobacteriales",1,919,1,12207,0,0
"Aw","Order","ellin6513","rb41",1,919,2,12206,0.00566115084903374,0.0309407027928764
"Aw","Order","ellin6513","rhizobiales",1,919,6,12202,0.0692848993512927,0.140269731858053
"Aw","Order","ellin6513","rhodobacterales",1,919,1,12207,0,0
"Aw","Order","ellin6513","unassigned",3,919,11,12197,0.00685604972322751,0.0346650710999398
"Aw","Order","fimbriimonadales","rhizobiales",1,919,1,12207,0,0
"Aw","Order","fimbriimonadales","rhodospirillales",1,919,2,12206,0.00566115084903374,0.0309407027928764
"Aw","Order","fimbriimonadales","unassigned",1,919,3,12205,0.0161328421377018,0.0578212032566607
"Aw","Order","fimbriimonadales","xanthomonadales",1,919,2,12206,0.00566115084903374,0.0309407027928764
"Aw","Order","flavobacteriales","rhizobiales",2,919,14,12194,0.0829517168915323,0.158468678183159
"Aw","Order","flavobacteriales","saprospirales",1,919,13,12195,0.25585121894103,0.345138241931781
"Aw","Order","flavobacteriales","sphingobacteriales",1,919,5,12203,0.0485746266781192,0.111950876721603
"Aw","Order","flavobacteriales","syntrophobacterales",1,919,4,12204,0.0306602224654142,0.0846440475787835
"Aw","Order","flavobacteriales","unassigned",2,919,19,12189,0.168015384952526,0.255331914331574
"Aw","Order","flavobacteriales","verrucomicrobiales",1,919,6,12202,0.0692848993512927,0.140269731858053
"Aw","Order","gaiellales","gaiellales",1,919,16,12192,0.341804220170622,0.427197113130864
"Aw","Order","gaiellales","htcc2188",1,919,9,12199,0.143282073389067,0.228516467251839
"Aw","Order","gaiellales","leptospirales",1,919,1,12207,0,0
"Aw","Order","gaiellales","myxococcales",2,919,23,12185,0.247998288510873,0.337301956172928
"Aw","Order","gaiellales","nitrospirales",2,919,11,12197,0.0444437087105681,0.106973335680933
"Aw","Order","gaiellales","pedosphaerales",1,919,8,12200,0.117069554880452,0.198445575180247
"Aw","Order","gaiellales","rb41",3,919,23,12185,0.0899739957226113,0.166631840078276
"Aw","Order","gaiellales","rhizobiales",3,919,43,12165,0.407761038278493,0.487243600690079
"Aw","Order","gaiellales","saprospirales",2,919,31,12177,0.416343713970213,0.495105820046104
"Aw","Order","gaiellales","solibacterales",1,919,15,12193,0.313367318124383,0.399358242870038
"Aw","Order","gaiellales","syntrophobacterales",2,919,10,12198,0.034192528986748,0.0896848585375022
"Aw","Order","gaiellales","unassigned",2,919,59,12149,0.831351605605386,0.85420839367714
"Aw","Order","gaiellales","xanthomonadales",1,919,21,12187,0.476396217112333,0.547436571361764
"Aw","Order","gemmatales","gemmatales",3,919,28,12180,0.155763116328873,0.242075489321179
"Aw","Order","gemmatales","leptospirales",1,919,3,12205,0.0161328421377018,0.0578212032566607
"Aw","Order","gemmatales","myxococcales",1,919,21,12187,0.476396217112333,0.547436571361764
"Aw","Order","gemmatales","n1423wl",2,919,3,12205,0.000425305204699633,0.00517066896566994
"Aw","Order","gemmatales","opitutales",3,919,9,12199,0.00295693442271217,0.0240915609249642
"Aw","Order","gemmatales","pirellulales",1,919,13,12195,0.25585121894103,0.345138241931781
"Aw","Order","gemmatales","rb41",3,919,10,12198,0.0046365660319152,0.0293960755496244
"Aw","Order","gemmatales","rhizobiales",4,919,25,12183,0.0359298341368209,0.0921918835271754
"Aw","Order","gemmatales","rhodospirillales",1,919,6,12202,0.0692848993512927,0.140269731858053
"Aw","Order","gemmatales","saprospirales",1,919,10,12198,0.170554459489647,0.255992951893151
"Aw","Order","gemmatales","solibacterales",1,919,14,12194,0.284667802615946,0.373462647304415
"Aw","Order","gemmatales","solirubrobacterales",1,919,3,12205,0.0161328421377018,0.0578212032566607
"Aw","Order","gemmatales","syntrophobacterales",1,919,7,12201,0.0922695340456144,0.168717694572642
"Aw","Order","gemmatales","unassigned",13,919,70,12138,0.000615681604668295,0.00719143727162658
"Aw","Order","gemmatimonadales","rb41",1,919,13,12195,0.25585121894103,0.345138241931781
"Aw","Order","gemmatimonadales","saprospirales",1,919,13,12195,0.25585121894103,0.345138241931781
"Aw","Order","gemmatimonadales","solibacterales",3,919,11,12197,0.00685604972322751,0.0346650710999398
"Aw","Order","htcc2188","htcc2188",1,919,6,12202,0.0692848993512927,0.140269731858053
"Aw","Order","htcc2188","mnd1",1,919,5,12203,0.0485746266781192,0.111950876721603
"Aw","Order","htcc2188","nitrospirales",1,919,10,12198,0.170554459489647,0.255992951893151
"Aw","Order","htcc2188","rb41",1,919,10,12198,0.170554459489647,0.255992951893151
"Aw","Order","htcc2188","rhizobiales",2,919,14,12194,0.0829517168915323,0.158468678183159
